Genus	Species	SeedWeight_g
Aloe	variegata	5.1796g
Aloe	viridiflora	0.9984g
Aloe	vogtsii	0.7496g
Aloe	volkensii	0.7556g
Aloe	vryheidensis	1.4748g
Aloe	wilsonii	1.575g
Aloe	zebrina	1.8408g
Alopecurus	aequalis	0.36g
Alopecurus	aequalis	0.154g
Alopecurus	agrestis	1.05g
Alopecurus	apiatus	1.5g
Alopecurus	arundinaceus	0.5g
Alopecurus	bulbosus	0.4584g
Alopecurus	carolinianus	0.2228g
Alopecurus	geniculatus	0.284g
Alopecurus	gerardii	0.9284g
Alopecurus	glacialis	0.656g
Alopecurus	magellanicus	0.6063g
Alopecurus	myosuroides	1.9948g
Alopecurus	pratensis	0.9g
Alopecurus	rendlei	2.6628g
Alopecurus	saccatus	0.363g
Alopecurus	textilis	1.73g
Alopecurus	utriculatus	0.8652g
Alopecurus	vaginatus	0.334g
Alpinia	arundelliana	18.4193694g
Alpinia	caerulea	15.9872g
Alpinia	chinensis	23.8668g
Alpinia	conchigera	34.9244g
Alpinia	modesta	15g
Alpinia	roxburghii	30.2408g
Alpinia	zerumbet	17.4992g
Alstroemeria	aurea	21.87988g
Alstroemeria	chilensis	17.7g
Alstroemeria	diluta	6.4404g
Alstroemeria	diluta	6.9756g
Alstroemeria	garaventae	17.3548g
Alstroemeria	graminea	5.8852g
Alstroemeria	hookeri	12.1284g
Alstroemeria	hookeri	10.7184g
Alstroemeria	kingii	7.3348g
Alstroemeria	leporina	15.0504g
Alstroemeria	ligtu	16.8g
Alstroemeria	magnifica	23.4048g
Alstroemeria	magnifica	20.5684g
Alstroemeria	magnifica	24.6328g
Alstroemeria	magnifica	31.56428g
Alstroemeria	pallida	18.3g
Alstroemeria	paupercula	12.255g
Alstroemeria	pelegrina	24.0775g
Alstroemeria	philippii	8.9844g
Alstroemeria	polyphylla	14.2272g
Alstroemeria	presliana	9.6598g
Alstroemeria	pulchra	13.7592g
Alstroemeria	pulchra	6.548g
Alstroemeria	recumbens	9.0492g
Alstroemeria	revoluta	16.60608g
Alstroemeria	schizanthoides	14.93166g
Alstroemeria	umbellata	25.6692g
Alstroemeria	versicolor	9.0782g
Alstroemeria	werdermannii	14.714g
Ammophila	arenaria	4.3416g
Ammophila	arenaria	3.3g
Ammophila	breviligulata	33.4166667g
Amorphophallus	dracontioides	113.0784215g
Ampelodesmos	mauritanicus	3.6748g
Amphicarpum	amphicarpon	7.1g
Amphipogon	caricinus	0.574g
Amphipogon	caricinus	1.576g
Amphipogon	sericeus	0.7748g
Anacamptis	papilionacea	0.001202g
Anarthria	laevis	2.4392g
Anchomanes	abbreviatus	173.1651163g
Anchomanes	difformis	379.7683398g
Androcymbium	europaeum	4.8314g
Androcymbium	exiguum	0.7692g
Andropogon	virginicus	0.2996g
Andropogon	bicornis	0.1396g
Andropogon	distachyos	0.9934g
Andropogon	fastigiatus	1.7657g
Andropogon	furcatus	1.446g
Andropogon	gayanus	2.5584g
Andropogon	gerardi	2.4g
Andropogon	gerardii	2.32g
Andropogon	glomeratus	0.338g
Andropogon	gyrans	0.7808g
Andropogon	hallii	3.5g
Andropogon	huillensis	0.4716g
Andropogon	ischaemum	1.1g
Andropogon	liebmannii	1.05g
Andropogon	perligulatus	1.3968g
Andropogon	pertusus	1.2g
Andropogon	pseudapricus	1.7548g
Andropogon	scoparius	1.1g
Andropogon	tectorum	1.0973g
Andropogon	ternarius	1.7g
Aneilema	acuminatum	0.5612g
Aneilema	dispermum	5.1308511g
Aneilema	hirtum	1.8164g
Aneilema	paludosum	2.7731618g
Aneilema	setiferum	0.0g
Angraecum	eburneum	4.48E-4g
Angraecum	eburneum	3.544E-4g
Angraecum	eburneum	0.0025g
Angraecum	eburneum	0.0072664g
Angraecum	erectum	0.0019268g
Angraecum	magdalenae	0.00948g
Angraecum	sp.	7.0E-4g
Anguloa	x	4.0E-4g
Anigozanthos	bicolor	0.9404g
Anigozanthos	bicolor	0.66244g
Anigozanthos	bicolor	0.1976g
Anigozanthos	flavidus	0.6988g
Anigozanthos	humilis	0.5192g
Anigozanthos	kalbarriensis	0.4664g
Anigozanthos	manglesii	0.87672g
Anigozanthos	manglesii	1.1g
Anigozanthos	onycis	0.5468g
Anigozanthos	pulcherrimus	1.16816g
Anigozanthos	rufus	1.0396g
Anigozanthos	viridis	0.471g
Anigozanthos	viridis	0.5004g
Ansellia	africana	0.0065472g
Anthephora	pubescens	1.86g
Anthephora	schinzii	7.096g
Anthephora	truncata	7.036g
Anthericum	ramosum	4.09g
Anthoxanthum	aristatum	0.372g
Anthoxanthum	odoratum	0.55g
Anthurium	bakeri	6.7290323g
Antinoria	insularis	0.0708g
Apera	interrupta	0.1116g
Apera	spica-venti	0.1g
Apluda	mutica	0.6236g
Aponogeton	desertorum	0.39968g
Araeococcus	flagellifolius	2.25068g
Archontophoenix	alexandrae	315.702g
Archontophoenix	cunninghamiana	568.2g
Arctagrostis	latifolia	0.2964g
Areca	catechu	20800g
Arenga	caudata	245.0g
Arenga	pinnata	4146.9791667g
Arenga	wightii	3571.0g
Arethusa	bulbosa	0.0040g
Arisaema	ciliatum	9.1044g
Arisaema	dracontium	50.115g
Arisaema	erubescens	18.7644g
Arisaema	franchetianum	11.8111111g
Arisaema	heterophyllum	26.44g
Arisaema	jacquemontii	10.9g
Arisaema	triphyllum	31g
Arisaema	yunnanense	12.0333333g
Aristea	abyssinica	1.302g
Aristea	africana	1.13g
Aristea	alata	1.15g
Aristea	anceps	1.8536g
Aristea	angolensis	0.8852g
Aristea	angolensis	1.1012g
Aristea	bakeri	3.4184g
Aristea	capitata	3.587g
Aristea	ecklonii	1.215g
Aristea	grandis	0.6648g
Aristea	madagascariensis	0.7448g
Aristea	major	4.44g
Aristea	montana	1.0727g
Aristea	platycaulis	2.2736g
Aristea	racemosa	4.42g
Aristea	torulosa	0.57g
Aristida	abnormis	0.8954g
Aristida	adoensis	1.43g
Aristida	adscensionis	1.25g
Aristida	anthoxanthoides	0.644g
Aristida	arida	4.0448g
Aristida	arizonica	8.584g
Aristida	barbicollis	0.2676g
Aristida	basiramea	0.976g
Aristida	behriana	2.5048g
Aristida	benthamii	0.4348g
Aristida	biglandulosa	5.996g
Aristida	calycina	1.7316g
Aristida	capillifolia	0.86g
Aristida	caput-medusae	0.6812g
Aristida	congesta	0.33g
Aristida	contorta	2.484g
Aristida	desmantha	3.3292g
Aristida	dichotoma	1.2952g
Aristida	divaricata	2.815g
Aristida	funiculata	1.7848g
Aristida	glaziovii	1.1392g
Aristida	holathera	10.7g
Aristida	hordeacea	1.879g
Aristida	hygrometrica	7.8896g
Aristida	inaequiglumis	2.613g
Aristida	ingrata	1.01g
Aristida	intermedia	0.529g
Aristida	jerichoensis	1.2052g
Aristida	kenyensis	0.5217g
Aristida	lanosa	1.8428g
Aristida	latifolia	1.1g
Aristida	lignosa	1.18596g
Aristida	longespica	0.496g
Aristida	longiseta	2.0g
Aristida	meridionalis	0.9076g
Aristida	mohrii	0.4024g
Aristida	mutabilis	0.51g
Aristida	nitidula	2.055g
Aristida	obscura	2.612g
Aristida	oligantha	2.81g
Aristida	pallens	5.8676g
Aristida	palustris	1.72g
Aristida	parvula	0.53908g
Aristida	perniciosa	0.54352g
Aristida	personata	1.7352g
Aristida	pruinosa	1.8236g
Aristida	purpurascens	0.627g
Aristida	purpurea	1.11g
Aristida	purpurea	0.5648g
Aristida	purpurea	1.16g
Aristida	queenslandica	1.16g
Aristida	ramosa	1.473g
Aristida	rhiniochloa	6.0848g
Aristida	setifolia	0.8856g
Aristida	sieberiana	2.308g
Aristida	spiciformis	2.2056g
Aristida	stipitata	0.73304g
Aristida	stipitata	1.1132g
Aristida	stipitata	1.7268g
Aristida	stricta	0.5284g
Aristida	strigosa	2.93g
Aristida	superpendens	7.2208g
Aristida	ternipes	1.68g
Aristida	triticoides	0.6688g
Aristida	tuberculosa	8.2888g
Aristida	wildii	1.2632g
Arrhenatherum	elatius	2.8g
Arrhenatherum	palaestinum	5.8372g
Arrhenatherum	pubescens	1.308g
Arthraxon	hispidus	0.4315g
Arthraxon	prionodes	4.4992g
Arthraxon	pusillus	0.0534g
Arthropodium	bifurcatum	2.73792g
Arthropodium	cirratum	2.0256g
Arthropodium	cirrhatum	1.6g
Arthropodium	milleflorum	1.6247g
Arthropodium	minus	0.9282g
Arthropodium	pendulum	1.4764g
Arthropodium	strictum	1.9g
Arum	balansanum	42.5914g
Arum	concinnatum	38.768g
Arum	cylindraceum	32.65g
Arum	cyrenaicum	31.8578g
Arum	dioscoridis	42.14g
Arum	hygrophilum	18.2132g
Arum	italicum	39.0g
Arum	italicum	36.1716g
Arum	korolkowii	41.9308g
Arum	maculatum	120g
Arum	megobrebi	35.8944g
Arum	orientale	32.6g
Arum	palaestinum	39.0g
Arum	pictum	32.747g
Arum	purpureospathum	54.6138g
Arundinella	deppeana	0.072g
Arundinella	hookeri	0.3872g
Arundinella	nepalensis	0.1862g
Arundinella	pubescens	0.2744g
Arundo	donax	0.1088g
Ascolepis	capensis	0.2932g
Ascolepis	elata	0.0292g
Ascolepis	protea	0.074g
Ascolepis	pusilla	0.0492g
Askidiosperma	chartaceum	1.58g
Askidiosperma	esterhuyseniae	1.0g
Askidiosperma	paniculatum	3.86g
Asparagus	acutifolius	37.3g
Asparagus	africanus	44.506g
Asparagus	africanus	18.9562g
Asparagus	albus	28.4292g
Asparagus	angusticladus	59.232g
Asparagus	aphyllus	56.9776g
Asparagus	asparagoides	5.3968g
Asparagus	buchananii	48.433g
Asparagus	capensis	26.4804g
Asparagus	capensis	15.2016393g
Asparagus	declinatus	17.349g
Asparagus	falcatus	73.89g
Asparagus	flagellaris	97.68g
Asparagus	flavicaulis	13.1168g
Asparagus	greveanus	13.2184g
Asparagus	horridus	18.184g
Asparagus	natalensis	48.60676g
Asparagus	officinalis	26.0g
Asparagus	prostratus	19.02g
Asparagus	racemosus	38.17g
Asparagus	retrofractus	95.2468g
Asparagus	rubicundus	48.0038g
Asparagus	schroederi	22.0324g
Asparagus	schumanianus	22.8116g
Asparagus	setaceus	30.4g
Asparagus	tenuifolius	42.9828g
Asparagus	thunbergianus	33.6g
Asparagus	umbellulatus	14.1g
Asparagus	vaginellatus	22.827g
Asparagus	virgatus	17.3596g
Asphodeline	isthmocarpa	10.4g
Asphodeline	tenuiflora	2.5g
Asphodelus	fistulosus	2.0g
Asphodelus	microcarpus	3.1g
Asphodelus	tenuifolius	1.47g
Astelia	alpina	1.1492g
Astelia	alpina	1.1024g
Astelia	banksii	1.3784g
Astelia	chathamica	3.2156g
Astelia	fragrans	4.8g
Astelia	pumila	0.4356g
Astelia	solandri	0.8244g
Astelia	trinervia	0.7132g
Astrebla	elymoides	6.129g
Astrebla	lappacea	9.623g
Astrebla	pectinata	2.41g
Astrebla	squarrosa	2.204g
Astrocaryum	aculeatum	14950.0g
Astrocaryum	mexicanum	3422g
Astrocaryum	munbaca	1535g
Astrocaryum	murumuru	10400g
Astrocaryum	standleyanum	7598g
Astrocaryum	vulgare	9205.0g
Attalea	cohune	1000.0g
Attalea	densiflorus	5432.243g
Attalea	maripa	5880g
Austrofestuca	littoralis	3.5604g
Avena	abyssinica	15.9332g
Avena	barbata	9g
Avena	byzantina	34.5g
Avena	fatua	12g
Avena	nuda	17.77g
Avena	sativa	31.5g
Avena	sterilis	48.21g
Avena	strigosa	18.5g
Avena	x	14.13g
Axonopus	affinis	0.37g
Axonopus	compressus	0.39g
Axonopus	fissifolius	0.4912g
Axonopus	flexuosus	0.3784g
Babiana	angustifolia	8.9496g
Babiana	blanda	12.34g
Babiana	fragrans	8.3184g
Babiana	lanata	12.9928g
Babiana	leipoldtii	21.1991111g
Babiana	odorata	3.3g
Babiana	patersoniae	3.716g
Babiana	rubrocyanea	23.166g
Babiana	secunda	9.35932g
Babiana	stricta	5.4892g
Babiana	thunbergii	13.0072g
Babiana	vanzijliae	5.4182g
Babiana	villosa	4.8712g
Babiana	virescens	11.0056g
Bactris	acanthocarpoides	1120.0g
Bactris	gasipaes	1382g
Bactris	guineensis	541.86g
Bactris	plumeriana	789.08g
Bactris	simplicifrons	120.0g
Bactris	sp.	763g
Bactris	trichophylla	340.0g
Baeometra	uniflora	1.127g
Baldellia	ranunculoides	0.4972g
Baldellia	ranunculoides	0.45g
Bambusa	arundinacea	13.16g
Bambusa	nutans	11.4g
Bambusa	polymorpha	37.9g
Bambusa	tulda	13.55g
Barbacenia	purpurea	0.2522g
Baumea	articulata	1.32g
Beaucarnea	gracilis	15.9892g
Beaucarnea	stricta	14.7708g
Beckmannia	erucaeformis	0.4g
Beckmannia	eruciformis	0.791g
Beckmannia	syzigachne	0.548g
Bellevalia	flexuosa	6.712g
Bellevalia	sp.	3.4g
Billbergia	pallidiflora	8.8963g
Blandfordia	cunninghamii	1.2077g
Blandfordia	grandiflora	2.0624g
Blandfordia	nobilis	1.0472g
Blandfordia	punicea	1.4464g
Blepharoneuron	tricholepis	0.1956g
Bloomeria	crocea	1.5216g
Bloomeria	crocea	1.2g
Blumenbachia	prietea	0.4536g
Blysmus	compressus	0.557g
Blysmus	rufus	1.0576g
Bobartia	gladiata	7.34g
Bobartia	gladiata	5.51g
Bobartia	indica	5.0692g
Bobartia	longicyma	4.4536278g
Bobartia	macrospatha	4.4536g
Bobartia	orientalis	3.6824g
Bobartia	robusta	2.6364g
Boissiera	squarrosa	3.7g
Bolboschoenus	caldwellii	3.5124g
Bolboschoenus	fluviatilis	4.97g
Bolboschoenus	glaucus	2.44008g
Bolboschoenus	maritimus	2.22g
Bolboschoenus	maritimus	3.202g
Bolboschoenus	medianus	3.8556g
Bolboschoenus	nobilis	1.2136g
Bolboschoenus	robustus	2.4994g
Bomarea	edulis	45.9432056g
Bomarea	involucrosa	22.8288g
Bomarea	ovallei	15.9558g
Bomarea	salsilla	13.7372g
Borassus	flabellifer	20000g
Borya	constricta	0.1136g
Borya	longiscapa	0.3036g
Borya	sphaerocephala	0.049g
Borya	subulata	0.2228g
Bothriochloa	alta	2.0612g
Bothriochloa	barbinodis	1.2411g
Bothriochloa	caucasica	0.6g
Bothriochloa	decipiens	0.7g
Bothriochloa	ewartiana	0.566g
Bothriochloa	insculpta	0.3248g
Bothriochloa	ischaemum	0.7g
Bothriochloa	laguroides	0.551g
Bothriochloa	longipaniculata	0.6428g
Bothriochloa	macra	1.07g
Bothriochloa	pertusa	0.7g
Bothriochloa	saccharoides	0.8g
Bouteloua	aristidoides	1.113g
Bouteloua	barbata	0.176g
Bouteloua	barbata	0.1776g
Bouteloua	breviseta	31.134g
Bouteloua	chondrosioides	1.3736g
Bouteloua	curtipendula	1.3g
Bouteloua	eriopoda	0.34g
Bouteloua	gracilis	0.43g
Bouteloua	hirsuta	0.55g
Bouteloua	rigidiseta	0.7076g
Bouteloua	rothrockii	0.11g
Bouteloua	trifida	0.2004g
Bouteloua	warnockii	0.8008g
Brachiaria	bovonei	0.9996g
Brachiaria	brizantha	9.641g
Brachiaria	decumbens	3.4g
Brachiaria	distachya	1.59g
Brachiaria	eruciformis	0.1648g
Brachiaria	fasciculata	2.12932g
Brachiaria	glomerata	1.0304g
Brachiaria	jubata	1.8768g
Brachiaria	lata	1.7368g
Brachiaria	leersioides	0.7536g
Brachiaria	malacodes	0.3308g
Brachiaria	mesocoma	2.5448g
Brachiaria	miliiformis	2.778g
Brachiaria	orthostachys	1.7652g
Brachiaria	praetervisa	1.587g
Brachiaria	psammophila	1.3352g
Brachiaria	ramosa	1.9g
Brachiaria	scalaris	0.4068g
Brachiaria	schoenfelderi	0.42156g
Brachiaria	serrata	0.9724g
Brachiaria	subquadripara	1.5g
Brachiaria	villosa	1.033g
Brachiaria	xantholeuca	1.48g
Brachyelytrum	aristosum	2.5884g
Brachyelytrum	erectum	6.5564g
Brachypodium	distachyon	4.1g
Brachypodium	flexum	5.3164g
Brachypodium	phoenicoides	3.2g
Brachypodium	pinnatum	3.2g
Brachypodium	pratense	4.01996g
Brachypodium	rupestre	2.57g
Brachypodium	sylvaticum	3.36g
Brahea	armata	1190g
Brahea	dulcis	160.0644g
Brahea	moorei	86.28g
Brahea	spp.	800g
Briza	fusca	0.5g
Briza	maxima	3.0g
Briza	media	0.4g
Briza	minor	0.345g
Briza	spicata	0.5g
Briza	subaristata	0.653g
Brodiaea	appendiculata	1.109g
Brodiaea	californica	3.052g
Brodiaea	coronaria	1.606g
Brodiaea	elegans	0.801g
Brodiaea	hyacinthina	1.734g
Brodiaea	spp.	1.6g
Brodiaea	stellaris	0.671g
Brodiaea	terrestris	2.082g
Bromelia	pinguin	31.3532g
Bromus	alopecuros	2.2g
Bromus	anomalus	2.922g
Bromus	arenarius	2.698g
Bromus	arvensis	2.2g
Bromus	asper	7.1g
Bromus	auleticus	3.93g
Bromus	benekenii	4.9706g
Bromus	biebersteinii	5.7364g
Bromus	brevis	4.6g
Bromus	briziformis	3.18g
Bromus	bromoideus	8.868g
Bromus	cappadocicus	1.6g
Bromus	carinatus	7.589g
Bromus	carinatus	1.393g
Bromus	carinatus	6.95g
Bromus	catharticus	7.7g
Bromus	cebadilla	7.58g
Bromus	ciliatus	5.0564g
Bromus	coloratus	7.69g
Bromus	commutatus	4.65g
Bromus	danthoniae	5.6724g
Bromus	diandrus	11.24g
Bromus	erectus	1.921g
Bromus	erectus	4.72g
Bromus	hordeaceus	2.54g
Bromus	hordeaceus	2.695g
Bromus	hordeaceus	1.48g
Bromus	inermis	2.795g
Bromus	inermis	2.9g
Bromus	interruptus	3.05g
Bromus	japonicus	2.61g
Bromus	kalmii	2.6g
Bromus	laevipes	4.558g
Bromus	lanatipes	3.5392g
Bromus	lanceolatus	3.931g
Bromus	latiglumis	3.205g
Bromus	leptoclados	4.045g
Bromus	macrantherus	9.01g
Bromus	madritensis	1.954g
Bromus	madritensis	6.7834g
Bromus	madritensis	3.33g
Bromus	marginatus	10.42g
Bromus	maritimus	7.69g
Bromus	moesiacus	1.7636g
Bromus	mollis	2.77g
Bromus	orcuttianus	6.554g
Bromus	pannonicus	4.224g
Bromus	parilicus	6.65g
Bromus	pictus	7.24g
Bromus	polyanthus	8.85g
Bromus	popovii	9.43g
Bromus	porteri	5.3444g
Bromus	pseudosecalinus	2.9644g
Bromus	pseudothominii	3.15g
Bromus	pubescens	4.628g
Bromus	purgans	1.813g
Bromus	racemosus	4.08g
Bromus	ramosus	5.58g
Bromus	rigidus	10.9206g
Bromus	rubens	3.0g
Bromus	scoparius	1g
Bromus	secalinus	11.32g
Bromus	setifolius	5.85g
Bromus	sp.	4g
Bromus	sterilis	9.5g
Bromus	tectorum	3.3g
Bromus	tomentellus	6.8g
Bromus	unioloides	9.32g
Bromus	valdivianus	6.4g
Bromus	variegatus	3.5930958g
Bromus	vulgaris	5.323g
Bromus	willdenowii	9.5g
Buchloe	dactyloides	7.77g
Bulbine	bulbosa	1.74g
Bulbine	semibarbata	1.8g
Bulbinella	hookeri	9.1g
Bulbostylis	abortiva	0.2152g
Bulbostylis	argentobrunnea	0.0768g
Bulbostylis	barbata	0.09g
Bulbostylis	buchananii	0.2912g
Bulbostylis	capillaris	0.085g
Bulbostylis	coleotricha	0.2877g
Bulbostylis	filamentosa	0.1255g
Bulbostylis	hispidula	0.1238g
Bulbostylis	hispidula	0.32g
Bulbostylis	hispidula	0.1908g
Bulbostylis	hispidula	0.2028g
Bulbostylis	juncoides	0.12g
Bulbostylis	lanifera	0.166g
Bulbostylis	lichtensteiniana	0.4036g
Bulbostylis	neglecta	0.1063987g
Bulbostylis	parvinux	0.2044g
Bulbostylis	pusilla	0.1912g
Bulbostylis	turbinata	0.0827g
Bulbostylis	warei	0.1828g
Burchardia	bairdiae	2.5952g
Burchardia	multiflora	2.0524g
Burchardia	umbellata	1.07g
Butia	capitata	1119g
Butia	capitata	203.0g
Butia	yatay	2000g
Butomus	umbellatus	0.182g
Caesia	calliantha	2.99g
Caesia	parviflora	1.472g
Caladenia	xanthochila	5.138E-4g
Calamagrostis	affinis	0.1908g
Calamagrostis	arundinacea	0.3888g
Calamagrostis	bolanderi	0.094g
Calamagrostis	canadensis	0.3g
Calamagrostis	canescens	0.06g
Calamagrostis	epigeios	146.8g
Calamagrostis	epigejos	0.064g
Calamagrostis	foliosa	0.9276g
Calamagrostis	inexpansa	0.22432g
Calamagrostis	innominata	0.3284g
Calamagrostis	nutkaensis	0.604g
Calamagrostis	ophitidis	0.43g
Calamagrostis	pseudophragmites	0.054g
Calamagrostis	purpurea	0.0988g
Calamagrostis	scopulorum	0.0972g
Calamagrostis	stricta	0.197g
Calamagrostis	varia	0.17g
Calamovilfa	gigantea	7.8192g
Calamovilfa	longifolia	1.08664g
Calamus	australis	410g
Calamus	caryotoides	97.71g
Calamus	moti	107g
Calamus	rhabdocladus	54.2g
Calanthe	sylvatica	0.0065472g
Calla	palustris	1.94g
Calochortus	albus	2.41g
Calochortus	apiculatus	2.0856g
Calochortus	aureus	4.0608g
Calochortus	catalinae	1.509g
Calochortus	clavatus	1.432g
Calochortus	concolor	1.6g
Calochortus	kennedyi	3.13532g
Calochortus	luteus	1.388g
Calochortus	monophyllus	1.706g
Calochortus	nudus	3.141g
Calochortus	obispoensis	1.66g
Calochortus	pulchellus	3.9g
Calochortus	splendens	1.8g
Calochortus	superbus	2.86g
Calochortus	tiburonensis	3.38g
Calochortus	tolmiei	2.0144g
Calochortus	venustus	3.044g
Calochortus	weedii	1.208g
Calochortus	weedii	2.073g
Calophyllum	eputamen	5156.0897436g
Calophyllum	vernicosum	1135.24g
Calopogon	pulchellus	0.0040g
Calopsis	paniculata	0.3g
Calydorea	chilensis	3.562g
Calydorea	xyphioides	2.174g
Calypso	bulbosa	0.0010g
Camassia	leichtlinii	8.056g
Camassia	quamash	4.131g
Camassia	quamash	4.073g
Camassia	scilloides	6.056g
Canistrum	fragrans	0.5272g
Canna	indica	155.1g
Canna	x	283.3g
Cannomois	grandis	267g
Cannomois	parviflora	38g
Cannomois	primosii	29.9719g
Cannomois	primrosii	61.5g
Cannomois	saundersii	56.9868g
Cannomois	scirpoides	16.9390244g
Cannomois	virgata	144g
Capillipedium	parviflorum	0.429g
Cardiocrinum	cathayanum	12.5113636g
Cardiocrinum	cordatum	3.546g
Cardiocrinum	giganteum	4.7572g
Carex	acaulis	1.74g
Carex	acuta	1.33g
Carex	acutiformis	1.15g
Carex	aematorrhyncha	1.664g
Carex	aggregata	0.8756g
Carex	alba	2.11g
Carex	albula	0.9416g
Carex	alma	0.53548g
Carex	alopecoidea	0.8348g
Carex	alsophila	2.0196g
Carex	amplifolia	0.653g
Carex	annectens	0.43g
Carex	antoniensis	0.88428g
Carex	appalachica	0.3424g
Carex	appressa	0.2816g
Carex	appressa	0.8299g
Carex	appropinquata	1.052g
Carex	aquatilis	0.3836g
Carex	aquatilis	0.245g
Carex	aquatilis	0.49g
Carex	arctata	1.33464g
Carex	arenaria	0.89g
Carex	asturica	4.4068966g
Carex	atherodes	2.9274476g
Carex	atlantica	0.4224g
Carex	atrata	0.6236g
Carex	aurea	1.964g
Carex	austrina	1.7148g
Carex	austroafricana	1.00352g
Carex	austroalpina	1.29g
Carex	baccans	1.6585g
Carex	baldensis	2.597g
Carex	barbarae	0.969g
Carex	bebbii	0.2228g
Carex	bella	0.7076g
Carex	bequaertii	0.5296g
Carex	bequaertii	0.66676g
Carex	bermudiana	1.12752g
Carex	bichenoviana	1.3244g
Carex	bicknellii	1.3g
Carex	bicolor	0.558g
Carex	bigelowii	0.6190476g
Carex	bigelowii	0.902g
Carex	binervis	1.5215g
Carex	blakei	1.921g
Carex	blanda	1.858g
Carex	brevicaulis	3.3712g
Carex	brevicollis	4.5128g
Carex	brevior	0.8912g
Carex	breweri	0.289g
Carex	brizoides	0.28g
Carex	bromoides	0.507g
Carex	brownii	0.2388g
Carex	brunnea	0.6g
Carex	brunnescens	0.4736g
Carex	buchananii	0.6316g
Carex	bushii	2.56156g
Carex	buxbaumii	1.778g
Carex	caduca	0.7388g
Carex	canariensis	1.4876g
Carex	canescens	0.4148g
Carex	canescens	0.351g
Carex	capillacea	0.528g
Carex	capillaris	0.54g
Carex	capitata	1.503g
Carex	caryophyllea	0.77g
Carex	caryophyllea	1.0g
Carex	cataractae	0.4568g
Carex	cephalophora	0.48g
Carex	cephalotes	0.5508g
Carex	cespitosa	0.63g
Carex	cherokeensis	1.1684g
Carex	chihuahuensis	0.5452g
Carex	chordorrhiza	1.2552g
Carex	cirrhosa	0.3328g
Carex	colchica	0.9236g
Carex	colensoi	1.08976g
Carex	comans	0.6344g
Carex	communis	1.092g
Carex	comosa	1.0364g
Carex	complanata	2.0824g
Carex	composita	1.0094g
Carex	conjuncta	1.008g
Carex	conoidea	0.796g
Carex	coriacea	0.7212g
Carex	crawei	1.0272g
Carex	crinita	0.7g
Carex	cristata	0.186g
Carex	cristatella	0.186g
Carex	cruciata	0.3244g
Carex	crus-corvi	0.9g
Carex	cuprina	1.218g
Carex	curta	0.37g
Carex	curvula	2.0g
Carex	cusickii	0.6204g
Carex	davalliana	0.749g
Carex	davisii	2.0056g
Carex	debilis	1.649g
Carex	decidua	0.7936g
Carex	declinata	1.3028g
Carex	demissa	0.6g
Carex	densa	0.662g
Carex	depauperata	10.327g
Carex	dianae	0.9848g
Carex	diandra	0.488g
Carex	digitalis	1.558g
Carex	digitata	1.09g
Carex	diluta	1.2276g
Carex	dioica	0.7692g
Carex	dipsacea	1.3g
Carex	dissita	0.9164g
Carex	distans	1.4g
Carex	disticha	0.62g
Carex	divisa	1.22g
Carex	divulsa	1.6648g
Carex	divulsa	2.79g
Carex	druceana	0.5136g
Carex	ebenea	0.3g
Carex	eburnea	0.362g
Carex	echinata	0.83g
Carex	echinochloe	1.5008g
Carex	elata	0.67g
Carex	elgonensis	0.8584g
Carex	elongata	0.62g
Carex	ericetorum	0.84g
Carex	extensa	1.2g
Carex	fascicularis	1.223g
Carex	ferruginea	1.02g
